amount_requested,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood,monthly_income_after_rent,pays_rent,year_month,SAMPLE_WEIGHT
600,0,0,1,2011-02-03 14:53:07,5,1,10,92.17,500,5,84,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,4446,573,602,646,703,632,1,4446,0,2011-02,2.333333333333333
800,1,350,1,2011-02-03 15:55:16,5,1,10,92.17,500,5,83,124103799,1 year or more,0-12 months,3+ years,Bi-weekly,2148,763,521,558,670,592,0,1798,1,2011-02,2.333333333333333
500,0,700,1,2011-02-04 08:49:50,6,1,6,171.75,500,6,57,default,1 year or more,3+ years,0-12 months,Monthly,5500,423,566,572,657,607,0,4800,1,2011-02,2.333333333333333
300,0,0,1,2011-02-04 09:24:17,5,1,5,116.34,300,5,83,123103729,1 year or more,3+ years,3+ years,Monthly,1730,583,577,595,680,622,1,1730,0,2011-02,2.333333333333333
800,1,250,0,2011-02-04 09:47:41,8,1,13,77.39,500,6,84,default,1 year or more,3+ years,0-12 months,Bi-weekly,1800,546,522,579,655,572,0,1550,1,2011-02,2.333333333333333
800,0,1114,1,2011-02-04 12:38:47,8,1,6,274.81,800,6,84,124302150,1 year or more,3+ years,3+ years,Monthly,3062,670,543,538,680,592,0,1948,1,2011-02,2.333333333333333
500,1,400,1,2011-02-05 06:14:48,5,1,10,92.17,500,5,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,2800,583,556,584,669,595,0,2400,1,2011-02,2.333333333333333
800,1,170,1,2011-02-05 20:32:05,8,1,8,231.76,800,8,83,124000054,0-12 months,3+ years,3+ years,Monthly,713,734,570,590,680,623,1,543,1,2011-02,2.333333333333333
800,1,959,1,2011-02-06 15:34:38,8,1,8,231.76,800,8,83,default,1 year or more,3+ years,3+ years,Monthly,3723,583,578,562,668,613,0,2764,1,2011-02,2.333333333333333
800,1,1000,1,2011-02-07 08:26:22,6,1,13,123.82,800,6,84,124302150,1 year or more,0-12 months,0-12 months,Bi-weekly,2600,601,554,532,635,582,0,1600,1,2011-02,2.333333333333333
800,1,850,1,2011-02-07 10:02:04,8,1,13,77.39,500,6,83,124103799,0-12 months,0-12 months,1-2 years,Bi-weekly,2400,541,609,654,706,602,0,1550,1,2011-02,2.333333333333333
800,1,795,1,2011-02-07 11:12:38,8,1,16,113.77,800,8,84,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,5800,512,595,631,681,623,1,5005,1,2011-02,2.333333333333333
800,0,980,1,2011-02-07 13:01:25,5,1,10,147.47,800,5,83,default,1 year or more,3+ years,3+ years,Bi-weekly,856,760,599,638,680,630,1,-124,1,2011-02,2.333333333333333
400,1,250,1,2011-02-07 15:41:47,8,1,13,61.91,400,6,84,124001545,1 year or more,0-12 months,1-2 years,Bi-weekly,1200,544,529,536,636,592,0,950,1,2011-02,2.333333333333333
800,1,0,1,2011-02-08 06:19:19,8,1,6,171.75,500,6,57,default,1 year or more,0-12 months,0-12 months,Monthly,1600,530,540,531,650,567,0,1600,0,2011-02,2.333333333333333
500,1,300,0,2011-02-08 08:25:01,5,1,10,94.7,500,5,83,124103799,1 year or more,1-2 years,1-2 years,Semi-monthly,2000,583,604,649,670,616,0,1700,1,2011-02,2.333333333333333
600,1,1325,1,2011-02-08 08:27:10,5,1,10,113.64,600,5,84,default,1 year or more,1-2 years,1-2 years,Semi-monthly,4526,593,592,602,680,631,1,3201,1,2011-02,2.333333333333333
800,1,170,0,2011-02-08 09:10:14,6,1,12,84.03,500,6,83,default,1 year or more,1-2 years,3+ years,Semi-monthly,2078,596,537,616,622,574,1,1908,1,2011-02,2.333333333333333
700,1,565,1,2011-02-08 09:39:16,3,1,6,136.0,500,3,84,default,1 year or more,3+ years,3+ years,Bi-weekly,2766,716,545,617,627,546,0,2201,1,2011-02,2.333333333333333
500,1,675,0,2011-02-08 12:26:04,5,1,10,94.7,500,5,84,324377516,1 year or more,3+ years,3+ years,Semi-monthly,4400,596,631,677,723,610,1,3725,1,2011-02,2.333333333333333
500,1,1000,1,2011-02-08 12:35:21,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,0-12 months,Bi-weekly,3068,536,516,554,657,571,0,2068,1,2011-02,2.333333333333333
500,0,800,0,2011-02-08 15:22:41,8,1,8,144.85,500,8,84,124001545,1 year or more,3+ years,0-12 months,Monthly,8100,563,599,578,680,630,1,7300,1,2011-02,2.333333333333333
500,1,580,0,2011-02-08 15:27:58,6,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,4000,644,564,610,641,601,1,3420,1,2011-02,2.333333333333333
500,0,525,1,2011-02-09 10:40:16,3,1,6,138.48,500,3,83,124103799,0-12 months,0-12 months,1-2 years,Semi-monthly,2144,425,590,617,613,601,1,1619,1,2011-02,2.333333333333333
400,1,670,1,2011-02-09 15:31:21,3,1,6,108.8,400,3,84,124302150,1 year or more,0-12 months,0-12 months,Bi-weekly,1260,539,527,553,648,583,1,590,1,2011-02,2.333333333333333
400,1,670,1,2011-02-09 15:31:21,3,1,6,108.8,400,3,84,124302150,1 year or more,0-12 months,0-12 months,Bi-weekly,1260,539,527,553,648,583,1,590,1,2011-02,2.333333333333333
400,1,950,1,2011-02-09 20:55:27,5,1,10,73.74,400,5,84,default,1 year or more,0-12 months,3+ years,Bi-weekly,2200,641,581,587,680,595,0,1250,1,2011-02,2.333333333333333
600,1,850,1,2011-02-09 21:27:21,6,1,13,92.87,600,6,84,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,3760,616,596,647,701,624,0,2910,1,2011-02,2.333333333333333
500,1,100,1,2011-02-10 08:29:26,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,0-12 months,Bi-weekly,1223,538,569,624,642,596,1,1123,1,2011-02,2.333333333333333
800,0,480,0,2011-02-10 16:37:32,8,1,6,171.75,500,6,84,124000054,1 year or more,3+ years,1-2 years,Monthly,3000,577,525,532,653,603,0,2520,1,2011-02,2.333333333333333
500,0,0,1,2011-02-10 18:39:57,8,1,13,77.39,500,6,84,124002971,1 year or more,3+ years,3+ years,Bi-weekly,3660,555,586,603,636,610,1,3660,0,2011-02,2.333333333333333
800,0,1188,0,2011-02-11 00:41:49,8,1,16,113.77,800,8,84,124002971,1 year or more,3+ years,3+ years,Semi-monthly,3400,661,645,683,708,649,0,2212,1,2011-02,2.333333333333333
300,1,350,0,2011-02-11 07:18:00,5,1,10,56.82,300,5,83,default,1 year or more,3+ years,3+ years,Semi-monthly,2400,762,623,674,721,610,0,2050,1,2011-02,2.333333333333333
500,0,705,1,2011-02-11 10:09:48,5,1,10,92.17,500,5,57,default,0-12 months,3+ years,1-2 years,Bi-weekly,2200,423,585,623,636,614,0,1495,1,2011-02,2.333333333333333
500,1,0,1,2011-02-11 10:31:08,3,1,6,136.0,500,3,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,1100,579,501,516,612,581,0,1100,0,2011-02,2.333333333333333
800,0,1123,1,2011-02-11 12:09:52,5,1,5,310.25,800,5,84,124002971,1 year or more,3+ years,1-2 years,Monthly,4191,766,620,624,680,631,1,3068,1,2011-02,2.333333333333333
500,0,640,1,2011-02-12 07:40:27,4,1,8,108.48,500,4,84,124002971,1 year or more,3+ years,0-12 months,Bi-weekly,3360,614,569,581,680,612,1,2720,1,2011-02,2.333333333333333
500,1,1025,0,2011-02-12 11:20:02,3,1,6,138.48,500,3,57,default,1 year or more,3+ years,0-12 months,Semi-monthly,4000,588,522,517,643,573,1,2975,1,2011-02,2.333333333333333
800,1,1000,1,2011-02-12 15:44:04,8,1,17,105.88,800,8,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,2800,525,668,673,715,639,0,1800,1,2011-02,2.333333333333333
800,0,1053,1,2011-02-12 17:55:09,8,1,8,231.76,800,8,83,default,1 year or more,3+ years,3+ years,Monthly,3200,669,598,596,680,631,1,2147,1,2011-02,2.333333333333333
500,1,1200,1,2011-02-13 09:30:20,5,1,10,92.17,500,5,84,default,0-12 months,3+ years,3+ years,Bi-weekly,2500,530,605,645,671,627,0,1300,1,2011-02,2.333333333333333
800,0,450,1,2011-02-13 19:57:02,5,1,10,92.17,500,5,83,default,0-12 months,1-2 years,3+ years,Bi-weekly,2520,530,591,631,644,611,0,2070,1,2011-02,2.333333333333333
500,0,500,1,2011-02-14 08:50:26,6,1,13,77.39,500,6,57,default,0-12 months,3+ years,0-12 months,Bi-weekly,3624,593,562,583,680,615,1,3124,1,2011-02,2.333333333333333
500,0,476,1,2011-02-14 09:40:42,6,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,3400,586,587,628,661,616,0,2924,1,2011-02,2.333333333333333
800,1,691,1,2011-02-14 10:40:43,8,1,13,77.39,500,6,84,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,2096,446,530,566,673,618,1,1405,1,2011-02,2.333333333333333
500,0,703,1,2011-02-14 14:59:19,6,1,6,171.75,500,6,83,123103729,1 year or more,3+ years,1-2 years,Monthly,1850,579,565,560,680,624,0,1147,1,2011-02,2.333333333333333
400,1,635,0,2011-02-14 16:04:05,6,1,12,67.22,400,6,83,default,0-12 months,1-2 years,0-12 months,Semi-monthly,3279,438,565,621,651,612,1,2644,1,2011-02,2.333333333333333
800,1,150,0,2011-02-14 18:23:46,8,1,13,77.39,500,6,84,324377516,0-12 months,3+ years,0-12 months,Bi-weekly,2400,582,559,641,648,605,0,2250,1,2011-02,2.333333333333333
600,0,0,1,2011-02-14 18:36:02,4,1,8,130.18,600,4,84,324377516,1 year or more,0-12 months,0-12 months,Bi-weekly,2226,541,591,614,662,614,0,2226,0,2011-02,2.333333333333333
800,1,400,1,2011-02-15 07:43:59,8,1,6,171.75,500,6,84,124002971,1 year or more,1-2 years,1-2 years,Monthly,1386,601,539,548,644,589,1,986,1,2011-02,2.333333333333333
500,1,200,1,2011-02-15 08:19:09,5,1,5,193.91,500,5,83,default,1 year or more,1-2 years,1-2 years,Monthly,1585,586,543,578,623,574,0,1385,1,2011-02,2.333333333333333
500,1,800,1,2011-02-15 14:09:29,5,1,10,92.17,500,5,84,124002971,1 year or more,1-2 years,1-2 years,Bi-weekly,3920,589,523,543,624,597,0,3120,1,2011-02,2.333333333333333
800,0,700,1,2011-02-15 17:16:17,5,1,10,92.17,500,5,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,2400,749,563,547,678,596,0,1700,1,2011-02,2.333333333333333
400,1,571,1,2011-02-16 10:17:39,8,1,8,115.88,400,8,83,124103799,1 year or more,0-12 months,0-12 months,Monthly,985,530,624,662,718,603,0,414,1,2011-02,2.333333333333333
600,1,500,0,2011-02-16 10:54:59,4,1,8,133.17,600,4,83,default,1 year or more,0-12 months,3+ years,Semi-monthly,2400,548,561,543,669,599,0,1900,1,2011-02,2.333333333333333
300,1,160,0,2011-02-16 13:17:11,5,1,10,55.3,300,5,84,default,1 year or more,1-2 years,1-2 years,Bi-weekly,1200,661,588,627,653,618,1,1040,1,2011-02,2.333333333333333
500,1,164,0,2011-02-16 16:23:45,5,1,5,193.91,500,5,57,default,1 year or more,3+ years,0-12 months,Monthly,1152,434,544,558,680,594,0,988,1,2011-02,2.333333333333333
500,1,300,1,2011-02-16 16:45:25,5,1,10,92.17,500,5,84,124001545,1 year or more,1-2 years,0-12 months,Bi-weekly,800,530,553,615,623,592,0,500,1,2011-02,2.333333333333333
800,1,575,1,2011-02-16 17:06:01,8,1,13,77.39,500,6,84,124302150,1 year or more,3+ years,3+ years,Bi-weekly,4380,715,551,551,577,577,0,3805,1,2011-02,2.333333333333333
500,1,484,1,2011-02-16 23:47:58,3,1,6,136.0,500,3,84,324079555,0-12 months,3+ years,0-12 months,Bi-weekly,1800,645,554,595,625,585,0,1316,1,2011-02,2.333333333333333
700,0,716,1,2011-02-17 07:41:08,6,1,6,240.46,700,6,84,324079555,1 year or more,0-12 months,3+ years,Monthly,2781,677,554,579,680,604,1,2065,1,2011-02,2.333333333333333
500,1,0,0,2011-02-17 10:37:52,5,1,10,92.17,500,5,84,default,1 year or more,1-2 years,1-2 years,Bi-weekly,1200,589,577,537,680,600,0,1200,0,2011-02,2.333333333333333
500,0,1532,1,2011-02-17 10:58:29,8,1,13,77.39,500,6,84,124000054,1 year or more,0-12 months,3+ years,Bi-weekly,3050,536,641,648,679,616,1,1518,1,2011-02,2.333333333333333
800,1,450,0,2011-02-17 11:23:39,4,1,4,364.28,800,4,84,124001545,1 year or more,3+ years,1-2 years,Monthly,4200,663,641,695,734,626,1,3750,1,2011-02,2.333333333333333
800,1,500,1,2011-02-17 12:09:46,8,1,17,105.88,800,8,84,324377516,0-12 months,1-2 years,3+ years,Bi-weekly,3100,573,568,560,680,605,1,2600,1,2011-02,2.333333333333333
800,1,650,1,2011-02-17 12:11:47,6,1,13,123.82,800,6,84,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,2800,593,561,545,656,608,1,2150,1,2011-02,2.333333333333333
500,1,575,1,2011-02-17 13:29:16,5,1,10,92.17,500,5,84,124000054,0-12 months,1-2 years,1-2 years,Bi-weekly,1400,523,545,596,622,589,0,825,1,2011-02,2.333333333333333
500,0,0,1,2011-02-17 17:33:58,5,1,10,92.17,500,5,84,124302150,1 year or more,3+ years,0-12 months,Bi-weekly,3400,577,539,501,642,582,1,3400,0,2011-02,2.333333333333333
500,1,1000,1,2011-02-18 08:37:01,5,1,10,92.17,500,5,83,default,1 year or more,0-12 months,0-12 months,Bi-weekly,2750,573,593,619,671,608,0,1750,1,2011-02,2.333333333333333
500,0,1200,1,2011-02-18 10:18:13,5,1,10,94.7,500,5,83,default,1 year or more,3+ years,3+ years,Semi-monthly,2594,760,597,644,671,617,1,1394,1,2011-02,2.333333333333333
600,0,430,1,2011-02-18 16:10:16,5,1,5,193.91,500,5,83,default,1 year or more,3+ years,0-12 months,Monthly,1236,562,572,563,680,613,0,806,1,2011-02,2.333333333333333
500,1,265,1,2011-02-18 18:25:31,5,1,5,193.91,500,5,83,default,1 year or more,0-12 months,3+ years,Monthly,1100,521,569,657,711,582,1,835,1,2011-02,2.333333333333333
800,1,320,1,2011-02-20 17:14:33,8,1,13,77.39,500,6,84,124302150,1 year or more,3+ years,1-2 years,Bi-weekly,1200,645,589,623,663,577,1,880,1,2011-02,2.333333333333333
800,1,884,1,2011-02-20 20:01:34,8,1,17,105.88,800,8,84,default,1 year or more,0-12 months,3+ years,Bi-weekly,2400,716,572,620,640,603,0,1516,1,2011-02,2.333333333333333
800,1,726,1,2011-02-20 21:30:02,6,1,13,123.82,800,6,84,124000054,1 year or more,3+ years,1-2 years,Bi-weekly,2600,586,621,637,665,637,0,1874,1,2011-02,2.333333333333333
500,1,1100,1,2011-02-21 07:23:52,6,1,13,77.39,500,6,57,default,1 year or more,1-2 years,3+ years,Bi-weekly,2987,501,545,563,654,611,0,1887,1,2011-02,2.333333333333333
700,0,849,1,2011-02-21 11:15:42,5,1,5,271.47,700,5,83,default,1 year or more,3+ years,3+ years,Monthly,2601,576,624,651,689,627,0,1752,1,2011-02,2.333333333333333
700,1,700,1,2011-02-21 15:13:51,6,1,13,77.39,500,6,84,default,1 year or more,0-12 months,3+ years,Bi-weekly,9644,521,576,601,650,619,0,8944,1,2011-02,2.333333333333333
800,1,475,1,2011-02-22 11:29:25,8,1,13,77.39,500,6,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,2850,329,549,606,615,609,1,2375,1,2011-02,2.333333333333333
400,0,0,1,2011-02-22 13:35:24,6,1,12,67.22,400,6,57,default,1 year or more,3+ years,3+ years,Semi-monthly,1800,645,539,596,627,587,1,1800,0,2011-02,2.333333333333333
500,1,367,0,2011-02-22 15:15:15,6,1,13,77.39,500,6,57,default,1 year or more,0-12 months,0-12 months,Bi-weekly,1200,523,563,556,652,604,1,833,1,2011-02,2.333333333333333
500,1,300,1,2011-02-23 06:41:03,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,3+ years,Bi-weekly,1765,538,571,589,612,605,1,1465,1,2011-02,2.333333333333333
800,1,525,0,2011-02-23 10:03:13,6,1,13,123.82,800,6,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,2800,546,597,627,665,626,1,2275,1,2011-02,2.333333333333333
500,1,580,1,2011-02-23 11:46:43,5,1,10,94.7,500,5,57,default,1 year or more,3+ years,3+ years,Semi-monthly,3200,719,507,542,632,574,0,2620,1,2011-02,2.333333333333333
800,1,1200,1,2011-02-23 17:21:42,8,1,17,105.88,800,8,84,124001545,1 year or more,1-2 years,3+ years,Bi-weekly,2400,530,564,628,654,606,0,1200,1,2011-02,2.333333333333333
500,1,375,1,2011-02-24 07:31:02,6,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,3600,602,549,576,669,609,0,3225,1,2011-02,2.333333333333333
700,1,800,0,2011-02-24 07:42:05,5,1,10,92.17,500,5,84,124302150,1 year or more,0-12 months,1-2 years,Bi-weekly,3370,716,561,621,670,608,0,2570,1,2011-02,2.333333333333333
500,0,620,0,2011-02-24 10:01:24,8,1,8,144.85,500,8,84,124001545,1 year or more,3+ years,3+ years,Monthly,2600,638,635,678,710,649,0,1980,1,2011-02,2.333333333333333
500,0,0,1,2011-02-24 10:52:56,6,1,13,77.39,500,6,57,default,1 year or more,1-2 years,0-12 months,Bi-weekly,3720,550,576,594,680,610,0,3720,0,2011-02,2.333333333333333
500,1,100,1,2011-02-24 11:00:54,6,1,13,77.39,500,6,57,default,1 year or more,3+ years,3+ years,Bi-weekly,3100,593,602,651,680,621,1,3000,1,2011-02,2.333333333333333
800,0,1182,1,2011-02-24 11:55:23,8,1,6,171.75,500,6,84,324079555,1 year or more,3+ years,3+ years,Monthly,2600,763,539,573,680,600,0,1418,1,2011-02,2.333333333333333
700,1,400,1,2011-02-24 12:15:40,5,1,5,271.47,700,5,84,default,1 year or more,0-12 months,0-12 months,Monthly,1500,808,512,548,626,581,0,1100,1,2011-02,2.333333333333333
300,0,800,1,2011-02-25 02:52:00,5,1,5,116.34,300,5,83,default,1 year or more,1-2 years,1-2 years,Monthly,2998,586,535,550,680,577,1,2198,1,2011-02,2.333333333333333
500,1,500,1,2011-02-25 10:59:24,5,1,5,193.91,500,5,57,default,1 year or more,1-2 years,1-2 years,Monthly,3000,541,620,653,674,629,0,2500,1,2011-02,2.333333333333333
800,0,1326,1,2011-02-25 11:01:39,5,1,5,310.25,800,5,84,124002971,1 year or more,3+ years,3+ years,Monthly,3192,666,693,756,796,656,1,1866,1,2011-02,2.333333333333333
800,1,250,0,2011-02-25 18:00:47,6,1,6,171.75,500,6,84,124001545,0-12 months,3+ years,1-2 years,Monthly,3500,645,575,633,671,618,0,3250,1,2011-02,2.333333333333333
800,1,650,1,2011-02-25 18:23:18,8,1,13,77.39,500,6,84,124002971,1 year or more,1-2 years,3+ years,Bi-weekly,2000,712,571,601,619,602,1,1350,1,2011-02,2.333333333333333
800,1,375,1,2011-02-26 09:30:27,6,1,13,77.39,500,6,84,324377516,1 year or more,1-2 years,1-2 years,Bi-weekly,1160,492,564,566,680,607,0,785,1,2011-02,2.333333333333333
500,0,645,1,2011-02-26 10:16:40,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,0-12 months,Bi-weekly,1266,586,578,628,675,619,0,621,1,2011-02,2.333333333333333
500,1,0,1,2011-02-26 12:41:45,6,1,6,171.75,500,6,57,default,1 year or more,1-2 years,3+ years,Monthly,1887,748,536,543,624,567,0,1887,0,2011-02,2.333333333333333
500,1,0,1,2011-02-26 16:43:14,3,1,6,136.0,500,3,84,124002971,0-12 months,1-2 years,3+ years,Bi-weekly,3440,546,602,635,671,619,0,3440,0,2011-02,2.333333333333333
800,1,400,1,2011-02-27 08:14:18,5,1,10,92.17,500,5,84,default,1 year or more,0-12 months,0-12 months,Bi-weekly,2400,525,539,555,675,589,1,2000,1,2011-02,2.333333333333333
400,0,250,1,2011-02-27 13:16:51,5,1,10,73.74,400,5,83,123103729,1 year or more,3+ years,0-12 months,Bi-weekly,930,542,587,617,633,623,0,680,1,2011-02,2.333333333333333
500,0,382,0,2011-02-28 07:02:40,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,3+ years,Bi-weekly,5600,492,583,634,671,627,1,5218,1,2011-02,2.333333333333333
500,0,485,1,2011-02-28 08:43:52,5,1,5,193.91,500,5,84,124000054,1 year or more,3+ years,3+ years,Monthly,1000,762,638,688,714,656,1,515,1,2011-02,2.333333333333333
800,0,873,1,2011-02-28 09:31:55,5,1,10,92.17,500,5,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,2466,499,559,569,677,608,0,1593,1,2011-02,2.333333333333333
500,1,945,0,2011-02-28 11:40:44,5,1,10,92.17,500,5,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,1300,522,572,621,620,604,0,355,1,2011-02,2.333333333333333
800,1,375,0,2011-02-28 16:09:24,5,1,10,92.17,500,5,83,default,1 year or more,1-2 years,3+ years,Bi-weekly,3850,536,501,554,623,582,0,3475,1,2011-02,2.333333333333333
800,1,1200,1,2011-03-01 09:01:48,8,1,6,171.75,500,6,83,default,1 year or more,1-2 years,3+ years,Monthly,3133,614,516,542,631,562,0,1933,1,2011-03,2.6666666666666665
500,0,0,1,2011-03-01 10:00:03,5,1,5,193.91,500,5,83,default,1 year or more,3+ years,3+ years,Monthly,1173,616,513,540,627,603,1,1173,0,2011-03,2.6666666666666665
500,1,400,1,2011-03-01 12:48:01,5,1,10,92.17,500,5,84,default,1 year or more,3+ years,0-12 months,Bi-weekly,3200,564,513,547,660,578,1,2800,1,2011-03,2.6666666666666665
700,0,0,1,2011-03-01 12:48:31,7,1,13,77.39,500,6,84,124001545,1 year or more,3+ years,0-12 months,Bi-weekly,1860,617,576,603,653,592,0,1860,0,2011-03,2.6666666666666665
500,1,0,1,2011-03-01 12:59:49,5,1,10,92.17,500,5,83,default,1 year or more,1-2 years,0-12 months,Bi-weekly,3000,530,511,525,628,581,0,3000,0,2011-03,2.6666666666666665
500,1,400,1,2011-03-01 14:34:35,5,1,10,92.17,500,5,83,124103799,1 year or more,0-12 months,0-12 months,Bi-weekly,1200,501,576,605,638,593,1,800,1,2011-03,2.6666666666666665
500,1,750,1,2011-03-01 14:43:04,8,1,13,77.39,500,6,84,324377516,1 year or more,0-12 months,3+ years,Bi-weekly,3500,718,594,589,649,582,1,2750,1,2011-03,2.6666666666666665
500,1,525,1,2011-03-02 13:03:54,5,1,10,94.7,500,5,84,124000054,1 year or more,3+ years,3+ years,Semi-monthly,670,719,571,639,649,617,0,145,1,2011-03,2.6666666666666665
300,1,575,1,2011-03-02 17:15:45,3,1,6,81.6,300,3,57,default,1 year or more,0-12 months,3+ years,Bi-weekly,2200,719,647,687,705,600,1,1625,1,2011-03,2.6666666666666665
600,1,400,0,2011-03-03 04:19:15,8,1,6,171.75,500,6,84,default,1 year or more,3+ years,3+ years,Monthly,800,616,526,555,618,571,0,400,1,2011-03,2.6666666666666665
800,1,795,1,2011-03-03 16:21:24,8,1,6,171.75,500,6,83,124103799,1 year or more,1-2 years,1-2 years,Monthly,4141,705,513,519,640,585,0,3346,1,2011-03,2.6666666666666665
500,0,1120,1,2011-03-04 13:22:51,6,1,6,171.75,500,6,83,default,1 year or more,3+ years,3+ years,Monthly,3500,763,627,650,667,643,1,2380,1,2011-03,2.6666666666666665
800,0,601,1,2011-03-04 17:49:07,8,1,13,77.39,500,6,83,default,1 year or more,0-12 months,1-2 years,Bi-weekly,1500,583,536,543,673,576,0,899,1,2011-03,2.6666666666666665
300,1,650,0,2011-03-05 06:39:23,8,1,13,46.43,300,6,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,1100,645,518,536,621,582,0,450,1,2011-03,2.6666666666666665
800,1,900,1,2011-03-05 14:13:46,6,1,12,84.03,500,6,84,default,1 year or more,1-2 years,3+ years,Semi-monthly,4400,762,544,547,680,569,1,3500,1,2011-03,2.6666666666666665
800,1,850,1,2011-03-05 19:59:47,8,1,17,105.88,800,8,84,124002971,1 year or more,0-12 months,0-12 months,Bi-weekly,5800,530,541,602,596,595,0,4950,1,2011-03,2.6666666666666665
500,0,558,1,2011-03-06 22:55:08,5,1,10,92.17,500,5,84,default,1 year or more,3+ years,3+ years,Bi-weekly,4032,492,568,587,680,628,0,3474,1,2011-03,2.6666666666666665
400,1,640,1,2011-03-07 08:40:22,5,1,10,73.74,400,5,84,default,1 year or more,0-12 months,3+ years,Bi-weekly,3080,708,587,631,672,605,0,2440,1,2011-03,2.6666666666666665
500,0,0,1,2011-03-07 08:56:24,5,1,5,193.91,500,5,57,default,1 year or more,3+ years,0-12 months,Monthly,1504,596,550,539,668,578,0,1504,0,2011-03,2.6666666666666665
800,1,750,1,2011-03-07 10:12:08,6,1,12,84.03,500,6,84,default,1 year or more,0-12 months,3+ years,Semi-monthly,2360,538,522,509,631,586,0,1610,1,2011-03,2.6666666666666665
500,0,377,1,2011-03-07 12:14:39,5,1,5,193.91,500,5,84,324079555,1 year or more,3+ years,3+ years,Monthly,2800,757,583,598,680,605,1,2423,1,2011-03,2.6666666666666665
500,1,400,1,2011-03-07 22:19:43,8,1,13,77.39,500,6,83,default,1 year or more,0-12 months,3+ years,Bi-weekly,1700,542,617,634,712,592,0,1300,1,2011-03,2.6666666666666665
600,0,829,0,2011-03-08 14:07:38,6,1,13,77.39,500,6,83,124103799,1 year or more,3+ years,1-2 years,Bi-weekly,2197,499,509,508,642,570,0,1368,1,2011-03,2.6666666666666665
300,0,1100,0,2011-03-08 16:16:23,5,1,10,56.82,300,5,57,default,1 year or more,3+ years,3+ years,Semi-monthly,7600,765,601,641,671,627,0,6500,1,2011-03,2.6666666666666665
800,1,250,0,2011-03-08 16:45:21,7,1,12,84.03,500,6,84,124001545,1 year or more,3+ years,0-12 months,Semi-monthly,1400,555,518,507,615,583,0,1150,1,2011-03,2.6666666666666665
400,0,500,1,2011-03-09 02:57:29,4,1,8,86.79,400,4,57,default,0-12 months,3+ years,0-12 months,Bi-weekly,1640,677,555,583,668,594,0,1140,1,2011-03,2.6666666666666665
300,1,100,1,2011-03-09 10:27:06,5,1,5,116.34,300,5,84,324079555,1 year or more,3+ years,1-2 years,Monthly,665,670,530,563,670,583,1,565,1,2011-03,2.6666666666666665
800,1,1100,1,2011-03-09 13:25:15,8,1,13,77.39,500,6,84,124002971,1 year or more,3+ years,0-12 months,Bi-weekly,2400,616,573,565,658,615,0,1300,1,2011-03,2.6666666666666665
500,0,0,1,2011-03-09 15:45:56,3,1,6,138.48,500,3,84,default,1 year or more,3+ years,3+ years,Semi-monthly,2008,716,556,583,680,621,1,2008,0,2011-03,2.6666666666666665
400,1,300,0,2011-03-09 17:55:28,4,1,8,86.79,400,4,57,default,1 year or more,0-12 months,0-12 months,Bi-weekly,1080,521,615,664,725,609,0,780,1,2011-03,2.6666666666666665
500,1,375,1,2011-03-09 18:01:30,5,1,5,193.91,500,5,84,default,1 year or more,3+ years,3+ years,Monthly,1300,585,581,634,663,616,1,925,1,2011-03,2.6666666666666665
800,1,739,1,2011-03-09 19:06:04,8,1,13,77.39,500,6,84,124302150,1 year or more,1-2 years,0-12 months,Bi-weekly,1350,616,501,501,501,546,1,611,1,2011-03,2.6666666666666665
500,1,325,1,2011-03-09 20:22:04,6,1,13,77.39,500,6,57,default,1 year or more,0-12 months,3+ years,Bi-weekly,5400,713,564,568,636,579,1,5075,1,2011-03,2.6666666666666665
